id,desc
101,升級此迴廊中星空儀1組的科技{1}次
102,升級此迴廊中星空儀1組的科技{1}次
103,升級此迴廊中星空儀1組的科技{1}次
201,升級此迴廊中星空儀2組的科技{1}次
202,升級此迴廊中星空儀2組的科技{1}次
203,升級此迴廊中星空儀2組的科技{1}次
301,通關此迴廊關卡的第{1}關
302,通關此迴廊關卡的第{1}關
303,通關此迴廊關卡的第{1}關
304,通關此迴廊關卡的第{1}關
305,通關此迴廊關卡的第{1}關
306,通關此迴廊關卡的第{1}關
307,通關此迴廊關卡的第{1}關
308,通關此迴廊關卡的第{1}關
309,通關此迴廊關卡的第{1}關
310,通關此迴廊關卡的第{1}關
401,累計觸發此迴廊的事件卡「嫦娥」{1}次
402,累計觸發此迴廊的事件卡「嫦娥」{1}次
403,累計觸發此迴廊的事件卡「嫦娥」{1}次
501,累計觸發此迴廊的事件卡「荀彧」{1}次
502,累計觸發此迴廊的事件卡「荀彧」{1}次
503,累計觸發此迴廊的事件卡「荀彧」{1}次
601,累計觸發此迴廊的事件卡「水鏡」{1}次
602,累計觸發此迴廊的事件卡「水鏡」{1}次
603,累計觸發此迴廊的事件卡「水鏡」{1}次
701,累計觸發此迴廊的事件卡「芬里爾」{1}次
702,累計觸發此迴廊的事件卡「芬里爾」{1}次
703,累計觸發此迴廊的事件卡「芬里爾」{1}次
801,累計觸發此迴廊的事件卡「華佗」{1}次
802,累計觸發此迴廊的事件卡「華佗」{1}次
803,累計觸發此迴廊的事件卡「華佗」{1}次
901,累計觸發此迴廊的事件卡「特蕾莎」{1}次
902,累計觸發此迴廊的事件卡「特蕾莎」{1}次
903,累計觸發此迴廊的事件卡「特蕾莎」{1}次
1001,累計觸發此迴廊的事件卡「許褚」{1}次
1002,累計觸發此迴廊的事件卡「許褚」{1}次
1003,累計觸發此迴廊的事件卡「許褚」{1}次
1101,在一次觀測中觸發此迴廊的事件卡「嫦娥」{1}次
1102,在一次觀測中觸發此迴廊的事件卡「嫦娥」{1}次
1201,在一次觀測中觸發此迴廊的事件卡「荀彧」{1}次
1202,在一次觀測中觸發此迴廊的事件卡「荀彧」{1}次
1301,在一次觀測中觸發此迴廊的事件卡「水鏡」{1}次
1302,在一次觀測中觸發此迴廊的事件卡「水鏡」{1}次
1401,在一次觀測中觸發此迴廊的事件卡「芬里爾」{1}次
1402,在一次觀測中觸發此迴廊的事件卡「芬里爾」{1}次
1501,在一次觀測中觸發此迴廊的事件卡「華佗」{1}次
1502,在一次觀測中觸發此迴廊的事件卡「華佗」{1}次
1601,在一次觀測中觸發此迴廊的事件卡「特蕾莎」{1}次
1602,在一次觀測中觸發此迴廊的事件卡「特蕾莎」{1}次
1701,在一次觀測中觸發此迴廊的事件卡「許褚」{1}次
1801,累計在此迴廊中通過觸發事件卡「積分」獲得{1}分
1802,累計在此迴廊中通過觸發事件卡「積分」獲得{1}分
1803,累計在此迴廊中通過觸發事件卡「積分」獲得{1}分
1901,在此迴廊的一次觀測中通過觸發事件卡「積分」獲得{1}分
1902,在此迴廊的一次觀測中通過觸發事件卡「積分」獲得{1}分
1903,在此迴廊的一次觀測中通過觸發事件卡「積分」獲得{1}分
2001,在此迴廊關卡的第11關中，單次傷害達到{1}點
2002,在此迴廊關卡的第11關中，單次傷害達到{1}點
2003,在此迴廊關卡的第11關中，單次傷害達到{1}點
2004,在此迴廊關卡的第11關中，單次傷害達到{1}點
2005,在此迴廊關卡的第11關中，單次傷害達到{1}點
2101,升級此迴廊中星空儀1組的科技{1}次
2102,升級此迴廊中星空儀1組的科技{1}次
2103,升級此迴廊中星空儀1組的科技{1}次
2104,升級此迴廊中星空儀1組的科技{1}次
2105,升級此迴廊中星空儀1組的科技{1}次
