id,desc
101,この回廊のプラネタリウム1の技術を{1}回レベルUPする
102,この回廊のプラネタリウム1の技術を{1}回レベルUPする
103,この回廊のプラネタリウム1の技術を{1}回レベルUPする
201,この回廊のプラネタリウム2の技術を{1}回レベルUPする
202,この回廊のプラネタリウム2の技術を{1}回レベルUPする
203,この回廊のプラネタリウム2の技術を{1}回レベルUPする
301,この回廊の第{1}ステージをクリアする
302,この回廊の第{1}ステージをクリアする
303,この回廊の第{1}ステージをクリアする
304,この回廊の第{1}ステージをクリアする
305,この回廊の第{1}ステージをクリアする
306,この回廊の第{1}ステージをクリアする
307,この回廊の第{1}ステージをクリアする
308,この回廊の第{1}ステージをクリアする
309,この回廊の第{1}ステージをクリアする
310,この回廊の第{1}ステージをクリアする
401,この回廊のイベントカード「嫦娥」を累計{1}回起動する
402,この回廊のイベントカード「嫦娥」を累計{1}回起動する
403,この回廊のイベントカード「嫦娥」を累計{1}回起動する
501,この回廊のイベントカード「荀彧」を累計{1}回起動する
502,この回廊のイベントカード「荀彧」を累計{1}回起動する
503,この回廊のイベントカード「荀彧」を累計{1}回起動する
601,この回廊のイベントカード「水鏡」を累計{1}回起動する
602,この回廊のイベントカード「水鏡」を累計{1}回起動する
603,この回廊のイベントカード「水鏡」を累計{1}回起動する
701,この回廊のイベントカード「フェンリル」を累計{1}回起動する
702,この回廊のイベントカード「フェンリル」を累計{1}回起動する
703,この回廊のイベントカード「フェンリル」を累計{1}回起動する
801,この回廊のイベントカード「華佗」を累計{1}回起動する
802,この回廊のイベントカード「華佗」を累計{1}回起動する
803,この回廊のイベントカード「華佗」を累計{1}回起動する
901,この回廊のイベントカード「テレサ」を累計{1}回起動する
902,この回廊のイベントカード「テレサ」を累計{1}回起動する
903,この回廊のイベントカード「テレサ」を累計{1}回起動する
1001,この回廊のイベントカード「許褚」を累計{1}回起動する
1002,この回廊のイベントカード「許褚」を累計{1}回起動する
1003,この回廊のイベントカード「許褚」を累計{1}回起動する
1101,一度の観測でこの回廊のイベントカード「嫦娥」を{1}回起動する
1102,一度の観測でこの回廊のイベントカード「嫦娥」を{1}回起動する
1201,一度の観測でこの回廊のイベントカード「荀彧」を{1}回起動する
1202,一度の観測でこの回廊のイベントカード「荀彧」を{1}回起動する
1301,一度の観測でこの回廊のイベントカード「水鏡」を{1}回起動する
1302,一度の観測でこの回廊のイベントカード「水鏡」を{1}回起動する
1401,一度の観測でこの回廊のイベントカード「フェンリル」を{1}回起動する
1402,一度の観測でこの回廊のイベントカード「フェンリル」を{1}回起動する
1501,一度の観測でこの回廊のイベントカード「華佗」を{1}回起動する
1502,一度の観測でこの回廊のイベントカード「華佗」を{1}回起動する
1601,一度の観測でこの回廊のイベントカード「テレサ」を{1}回起動する
1602,一度の観測でこの回廊のイベントカード「テレサ」を{1}回起動する
1701,一度の観測でこの回廊のイベントカード「許褚」を{1}回起動する
1801,この回廊のイベントカード「pt」を起動し、累計{1}pt獲得する
1802,この回廊のイベントカード「pt」を起動し、累計{1}pt獲得する
1803,この回廊のイベントカード「pt」を起動し、累計{1}pt獲得する
1901,一度の観測でこの回廊のイベントカード「pt」を起動し、{1}pt獲得する
1902,一度の観測でこの回廊のイベントカード「pt」を起動し、{1}pt獲得する
1903,一度の観測でこの回廊のイベントカード「pt」を起動し、{1}pt獲得する
2001,この回廊の第11ステージで、一度に{1}ptのダメージを与える
2002,この回廊の第11ステージで、一度に{1}ptのダメージを与える
2003,この回廊の第11ステージで、一度に{1}ptのダメージを与える
2004,この回廊の第11ステージで、一度に{1}ptのダメージを与える
2005,この回廊の第11ステージで、一度に{1}ptのダメージを与える
2101,この回廊のプラネタリウム1の技術を{1}回レベルUPする
2102,この回廊のプラネタリウム1の技術を{1}回レベルUPする
2103,この回廊のプラネタリウム1の技術を{1}回レベルUPする
2104,この回廊のプラネタリウム1の技術を{1}回レベルUPする
2105,この回廊のプラネタリウム1の技術を{1}回レベルUPする
2201,この回廊のプラネタリウム2の技術を{1}回レベルUPする
2202,この回廊のプラネタリウム2の技術を{1}回レベルUPする
2203,この回廊のプラネタリウム2の技術を{1}回レベルUPする
2301,この回廊の協力戦姫のレベルをLv.{1}にアップする
2302,この回廊の協力戦姫のレベルをLv.{1}にアップする
2303,この回廊の協力戦姫のレベルをLv.{1}にアップする
2304,この回廊の協力戦姫のレベルをLv.{1}にアップする
2305,この回廊の協力戦姫のレベルをLv.{1}にアップする
2306,この回廊の協力戦姫のレベルをLv.{1}にアップする
2307,この回廊の協力戦姫のレベルをLv.{1}にアップする
2308,この回廊の協力戦姫のレベルをLv.{1}にアップする
2309,この回廊の協力戦姫のレベルをLv.{1}にアップする
2310,この回廊の協力戦姫のレベルをLv.{1}にアップする
2401,この回廊の協力戦姫の覚醒スキルをアップすると、勇気、魅力、知識の合計が{1}ptに達する
2402,この回廊の協力戦姫の覚醒スキルをアップすると、勇気、魅力、知識の合計が{1}ptに達する
2403,この回廊の協力戦姫の覚醒スキルをアップすると、勇気、魅力、知識の合計が{1}ptに達する
2404,この回廊の協力戦姫の覚醒スキルをランクアップすると、勇気、魅力、知識の合計が{1}ptに達する
2405,この回廊の協力戦姫の覚醒スキルをランクアップすると、勇気、魅力、知識の合計が{1}ptに達する
2501,この回廊の第{1}ステージをクリアする
2502,この回廊の第{1}ステージをクリアする
2503,この回廊の第{1}ステージをクリアする
2504,この回廊の第{1}ステージをクリアする
2505,この回廊の第{1}ステージをクリアする
2506,この回廊の第{1}ステージをクリアする
2507,この回廊の第{1}ステージをクリアする
2508,この回廊の第{1}ステージをクリアする
2509,この回廊の第{1}ステージをクリアする
2510,この回廊の第{1}ステージをクリアする
2601,この回廊のイベントカード「ヴェラ・其ノ七」を累計{1}回起動する
2602,この回廊のイベントカード「ヴェラ・其ノ七」を累計{1}回起動する
2603,この回廊のイベントカード「ヴェラ・其ノ七」を累計{1}回起動する
2701,この回廊のイベントカード「夏侯淵・其ノ七」を累計{1}回起動する
2702,この回廊のイベントカード「夏侯淵・其ノ七」を累計{1}回起動する
2703,この回廊のイベントカード「夏侯淵・其ノ七」を累計{1}回起動する
2801,この回廊のイベントカード「孫策・其ノ七」を累計{1}回起動する
2802,この回廊のイベントカード「孫策・其ノ七」を累計{1}回起動する
2803,この回廊のイベントカード「孫策・其ノ七」を累計{1}回起動する
2901,この回廊のイベントカード「織田信長・其ノ七」を累計{1}回起動する
2902,この回廊のイベントカード「織田信長・其ノ七」を累計{1}回起動する
2903,この回廊のイベントカード「織田信長・其ノ七」を累計{1}回起動する
3001,この回廊のイベントカード「ディアンヌ・其ノ七」を累計{1}回起動する
3002,この回廊のイベントカード「ディアンヌ・其ノ七」を累計{1}回起動する
3003,この回廊のイベントカード「ディアンヌ・其ノ七」を累計{1}回起動する
3101,この回廊のイベントカード「千本桜・其ノ七」を累計{1}回起動する
3102,この回廊のイベントカード「千本桜・其ノ七」を累計{1}回起動する
3103,この回廊のイベントカード「千本桜・其ノ七」を累計{1}回起動する
3201,この回廊のイベントカード「貂蝉・其ノ七」を累計{1}回起動する
3202,この回廊のイベントカード「貂蝉・其ノ七」を累計{1}回起動する
3203,この回廊のイベントカード「貂蝉・其ノ七」を累計{1}回起動する
3301,この回廊の挑戦カード「衝突Ⅰ」を累計{1}回起動する
3302,この回廊の挑戦カード「衝突Ⅰ」を累計{1}回起動する
3303,この回廊の挑戦カード「衝突Ⅰ」を累計{1}回起動する
3401,この回廊の挑戦カード「衝突Ⅱ」を累計{1}回起動する
3402,この回廊の挑戦カード「衝突Ⅱ」を累計{1}回起動する
3403,この回廊の挑戦カード「衝突Ⅱ」を累計{1}回起動する
3501,この回廊の挑戦カード「衝突Ⅲ」を累計{1}回起動する
3502,この回廊の挑戦カード「衝突Ⅲ」を累計{1}回起動する
3503,この回廊の挑戦カード「衝突Ⅲ」を累計{1}回起動する
3601,この回廊の挑戦カード「衝突Ⅳ」を累計{1}回起動する
3602,この回廊の挑戦カード「衝突Ⅳ」を累計{1}回起動する
3603,この回廊の挑戦カード「衝突Ⅳ」を累計{1}回起動する
3701,この回廊の挑戦カード「衝突Ⅴ」を累計{1}回起動する
3702,この回廊の挑戦カード「衝突Ⅴ」を累計{1}回起動する
3703,この回廊の挑戦カード「衝突Ⅴ」を累計{1}回起動する
3801,この回廊のイベントカード「pt」を起動し、累計{1}pt獲得する
3802,この回廊のイベントカード「pt」を起動し、累計{1}pt獲得する
3803,この回廊のイベントカード「pt」を起動し、累計{1}pt獲得する
3804,この回廊のイベントカード「pt」を起動し、累計{1}pt獲得する
3805,この回廊のイベントカード「pt」を起動し、累計{1}pt獲得する
3901,この回廊の第11ステージで、一度に{1}ptのダメージを与える
3902,この回廊の第11ステージで、一度に{1}ptのダメージを与える
3903,この回廊の第11ステージで、一度に{1}ptのダメージを与える
3904,この回廊の第11ステージで、一度に{1}ptのダメージを与える
3905,この回廊の第11ステージで、一度に{1}ptのダメージを与える
