id,sound,type,condition
110010201,110010201,2,0
110010202,110010202,2,0
110010203,110010203,2,0
110010204,110010204,2,0
110010205,110010205,2,0
110010301,110010301,3,0
110010401,110010401,4,0
110010501,110010501,5,0
110010601,110010601,6,0
110010701,110010701,7,0
110010801,110010801,8,0
110011101,110011101,11,0
110011102,110011102,11,0
110012801,110012801,28,0
110011301,110011301,13,0
110011401,110011401,14,0
110011501,110011501,15,0
110011502,110011502,15,0
110011503,110011503,15,0
110011504,110011504,15,0
110011601,110011601,16,0
110011701,110011701,17,0
110011801,110011801,18,0
110011901,110011901,19,0
110012001,110012001,20,0
110012101,110012101,21,0
110012201,110012201,22,0
110012301,110012301,23,0
110012401,110012401,24,0
110012501,110012501,25,0
110012601,110012601,26,0
110020201,110020201,2,0
110020202,110020202,2,0
110020203,110020203,2,0
110020204,110020204,2,0
110020205,110020205,2,0
110020301,110020301,3,0
110020401,110020401,4,0
110020501,110020501,5,0
110020601,110020601,6,0
110020701,110020701,7,0
110020801,110020801,8,0
110021101,110021101,11,0
110021102,110021102,11,0
110022801,110022801,28,0
110021301,110021301,13,0
110021401,110021401,14,0
110021501,110021501,15,0
110021502,110021502,15,0
110021503,110021503,15,0
110021504,110021504,15,0
110021601,110021601,16,0
110021701,110021701,17,0
110021801,110021801,18,0
110021901,110021901,19,0
110022001,110022001,20,0
110022101,110022101,21,0
110022201,110022201,22,0
110022301,110022301,23,0
110022401,110022401,24,0
110022501,110022501,25,0
110022601,110022601,26,0
110030201,110030201,2,0
110030202,110030202,2,0
110030203,110030203,2,0
110030204,110030204,2,0
110030205,110030205,2,0
110030301,110030301,3,0
110030401,110030401,4,0
110030501,110030501,5,0
110030601,110030601,6,0
110030701,110030701,7,0
110030801,110030801,8,0
110031101,110031101,11,0
110031102,110031102,11,0
110032801,110032801,28,0
110031301,110031301,13,0
110031401,110031401,14,0
110031501,110031501,15,0
110031502,110031502,15,0
110031503,110031503,15,0
110031504,110031504,15,0
110031601,110031601,16,0
110031701,110031701,17,0
110031801,110031801,18,0
110031901,110031901,19,0
110032001,110032001,20,0
110032101,110032101,21,0
110032201,110032201,22,0
110032301,110032301,23,0
110032401,110032401,24,0
110032501,110032501,25,0
110032601,110032601,26,0
120010201,120010201,2,0
120010202,120010202,2,0
120010203,120010203,2,0
120010204,120010204,2,0
120010205,120010205,2,0
120010301,120010301,3,0
120010401,120010401,4,0
120010501,120010501,5,0
120010601,120010601,6,0
120010701,120010701,7,0
120010801,120010801,8,0
120011101,120011101,11,0
120011102,120011102,11,0
120012801,120012801,28,0
120011301,120011301,13,0
120011401,120011401,14,0
120011501,120011501,15,0
120011502,120011502,15,0
120011503,120011503,15,0
120011504,120011504,15,0
120011601,120011601,16,0
120011701,120011701,17,0
120011801,120011801,18,0
120011901,120011901,19,0
120012001,120012001,20,0
120012101,120012101,21,0
120012201,120012201,22,0
120012301,120012301,23,0
120012401,120012401,24,0
120012501,120012501,25,0
120012601,120012601,26,0
120020201,120020201,2,0
120020202,120020202,2,0
120020203,120020203,2,0
120020204,120020204,2,0
120020205,120020205,2,0
120020301,120020301,3,0
120020401,120020401,4,0
120020501,120020501,5,0
120020601,120020601,6,0
120020701,120020701,7,0
120020801,120020801,8,0
120021101,120021101,11,0
120021102,120021102,11,0
120022801,120022801,28,0
120021301,120021301,13,0
120021401,120021401,14,0
120021501,120021501,15,0
120021502,120021502,15,0
120021503,120021503,15,0
120021504,120021504,15,0
120021601,120021601,16,0
120021701,120021701,17,0
120021801,120021801,18,0
120021901,120021901,19,0
120022001,120022001,20,0
120022101,120022101,21,0
120022201,120022201,22,0
120022301,120022301,23,0
120022401,120022401,24,0
120022501,120022501,25,0
120022601,120022601,26,0
120030201,120030201,2,0
120030202,120030202,2,0
120030203,120030203,2,0
120030204,120030204,2,0
120030205,120030205,2,0
120030301,120030301,3,0
120030401,120030401,4,0
120030501,120030501,5,0
120030601,120030601,6,0
120030701,120030701,7,0
120030801,120030801,8,0
120031101,120031101,11,0
120031102,120031102,11,0
120032801,120032801,28,0
120031301,120031301,13,0
120031401,120031401,14,0
120031501,120031501,15,0
120031502,120031502,15,0
120031503,120031503,15,0
120031504,120031504,15,0
120031601,120031601,16,0
120031701,120031701,17,0
120031801,120031801,18,0
120031901,120031901,19,0
120032001,120032001,20,0
120032101,120032101,21,0
120032201,120032201,22,0
120032301,120032301,23,0
120032401,120032401,24,0
120032501,120032501,25,0
120032601,120032601,26,0
130010201,130010201,2,0
130010202,130010202,2,0
130010203,130010203,2,0
130010204,130010204,2,0
130010205,130010205,2,0
130010301,130010301,3,0
130010401,130010401,4,0
130010501,130010501,5,0
130010601,130010601,6,0
130010701,130010701,7,0
130010801,130010801,8,0
130011101,130011101,11,0
130011102,130011102,11,0
130012801,130012801,28,0
130011301,130011301,13,0
130011401,130011401,14,0
130011501,130011501,15,0
130011502,130011502,15,0
130011503,130011503,15,0
130011504,130011504,15,0
130011601,130011601,16,0
130011701,130011701,17,0
130011801,130011801,18,0
130011901,130011901,19,0
130012001,130012001,20,0
130012101,130012101,21,0
130012201,130012201,22,0
130012301,130012301,23,0
130012401,130012401,24,0
130012501,130012501,25,0
130012601,130012601,26,0
130020201,130020201,2,0
130020202,130020202,2,0
130020203,130020203,2,0
130020204,130020204,2,0
130020205,130020205,2,0
130020301,130020301,3,0
130020401,130020401,4,0
130020501,130020501,5,0
130020601,130020601,6,0
130020701,130020701,7,0
130020801,130020801,8,0
130021101,130021101,11,0
130021102,130021102,11,0
130022801,130022801,28,0
130021301,130021301,13,0
130021401,130021401,14,0
130021501,130021501,15,0
130021502,130021502,15,0
130021503,130021503,15,0
130021504,130021504,15,0
130021601,130021601,16,0
130021701,130021701,17,0
130021801,130021801,18,0
130021901,130021901,19,0
130022001,130022001,20,0
130022101,130022101,21,0
130022201,130022201,22,0
130022301,130022301,23,0
130022401,130022401,24,0
130022501,130022501,25,0
130022601,130022601,26,0
130030201,130030201,2,0
130030202,130030202,2,0
130030203,130030203,2,0
130030204,130030204,2,0
130030205,130030205,2,0
130030301,130030301,3,0
130030401,130030401,4,0
130030501,130030501,5,0
130030601,130030601,6,0
130030701,130030701,7,0
130030801,130030801,8,0
130031101,130031101,11,0
130031102,130031102,11,0
130032801,130032801,28,0
130031301,130031301,13,0
130031401,130031401,14,0
130031501,130031501,15,0
130031502,130031502,15,0
130031503,130031503,15,0
130031504,130031504,15,0
130031601,130031601,16,0
130031701,130031701,17,0
130031801,130031801,18,0
130031901,130031901,19,0
130032001,130032001,20,0
130032101,130032101,21,0
130032201,130032201,22,0
130032301,130032301,23,0
130032401,130032401,24,0
130032501,130032501,25,0
130032601,130032601,26,0
140010201,140010201,2,0
140010202,140010202,2,0
140010203,140010203,2,0
140010204,140010204,2,0
140010205,140010205,2,0
140010301,140010301,3,0
140010401,140010401,4,0
140010501,140010501,5,0
140010601,140010601,6,0
140010701,140010701,7,0
140010801,140010801,8,0
140011101,140011101,11,0
140011102,140011102,11,0
140012801,140012801,28,0
140011301,140011301,13,0
140011401,140011401,14,0
140011501,140011501,15,0
140011502,140011502,15,0
140011503,140011503,15,0
140011504,140011504,15,0
140011601,140011601,16,0
140011701,140011701,17,0
140011801,140011801,18,0
140011901,140011901,19,0
140012001,140012001,20,0
140012101,140012101,21,0
140012201,140012201,22,0
