id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
563,,,-1,,,0,1,1,,,,46,3,1019973|1468009|1028602|1009273,,,,,1733,1730,,,,,,,,,,,,,,,,,,,1169,,,,1,,,,
564,,,-1,,,0,1,1,,,,46,3,1019974|1468009|1028602|1009273,,,,,1733,1730,,,,,,,,,,,,,,,,,,,1169,,,,1,,,,
565,,,-1,,,0,1,1,,,,46,3,1019975|1468010|1028603|1009273,,,,,1733,1730,,,,,,,,,,,,,,,,,,,1169,,,,1,,,,
5201801,-1,-1,-1,,,5201805|5201806,3,0,,,,46,3,1019960|1468001,,,,,,1731|1732,,,,,,,,,,,,,,,,,skill_icon_5201801,,1170,,,,1,1,,,
5201805,,,,,,0,143,0,,,,1,,1471001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201806,,,,,,0,155,0,,,,18,1,1207005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65202501,-1,-1,-1,,,65202505|65202506,3,0,,,,46,3,1019961|1468002,,,,,,1731|1732,,,,,,,,,,,,,,,,,skill_icon_5201801,,1170,,,,1,1,,,
65202505,,,,,,0,143,0,,,,1,,1471001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65202506,,,,,,0,155,0,,,,18,1,1207006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75201801,-1,-1,-1,,,75201805|75201806,3,0,,,,46,3,1019962|1468003,,,,,,1731|1732,,,,,,,,,,,,,,,,,skill_icon_5201801,,1170,,,,1,1,,,
75201805,,,,,,0,143,0,,,,1,,1471001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75201806,,,,,,0,155,0,,,,18,1,1207007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201802,-1,-1,-1,,,0,28,1,,,,1,,1029193|1028596|1011185|1004242|1159005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201802,1,,,,,,,,,
65202502,-1,-1,-1,,,0,28,1,,,,1,,1029194|1028597|1011186|1004243|1159006,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201802,2,,,,,,,,,
65202512,-1,-1,-1,,,0,28,1,,,,1,,1029195|1028598|1011187|1004244|1159007,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201802,3,,,,,,,,,
75201802,-1,-1,-1,,,0,28,1,,,,1,,1029195|1028598|1011187|1004244|1159007,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201802,3,,,,,,,,,
5201803,-1,-1,-1,,,0,28,1,,,,1,,1064324,,,,,1733,1730,,,,,,,,,,,,,,,,,skill_icon_5201803,1,,,,,,,,,
65202503,-1,-1,-1,,,0,28,1,,,,1,,1064325,,,,,1733,1730,,,,,,,,,,,,,,,,,skill_icon_5201803,2,,,,,,,,,
65202513,-1,-1,-1,,,0,28,1,,,,1,,1064326,,,,,1733,1730,,,,,,,,,,,,,,,,,skill_icon_5201803,3,,,,,,,,,
75201803,-1,-1,-1,,,0,28,1,,,,1,,1064326,,,,,1733,1730,,,,,,,,,,,,,,,,,skill_icon_5201803,3,,,,,,,,,
5201804,-1,-1,-1,,,0,127,1,,,,46,1,1207010|1472001|1468011,,,,,,1728|1729,,14,,1210034|1472001,,,,,,,,,,,,,skill_icon_5201804,1,,,,,,,,,
65202504,-1,-1,-1,,,0,127,1,,,,46,1,1207011|1472001|1468012,,,,,,1728|1729,,14,,1210035|1472001,,,,,,,,,,,,,skill_icon_5201804,2,,,,,,,,,
65202514,-1,-1,-1,,,0,127,1,,,,46,1,1207012|1472001|1468013,,,,,,1728|1729,,14,,1210036|1472001,,,,,,,,,,,,,skill_icon_5201804,3,,,,,,,,,
75201804,-1,-1,-1,,,0,127,1,,,,46,1,1207012|1472001|1468013,,,,,,1728|1729,,14,,1210036|1472001,,,,,,,,,,,,,skill_icon_5201804,3,,,,,,,,,
752018011,-1,-1,-1,,1,752018111|752018112,3,0,,,,46,3,1019963|1468003,,,,,,1731|1732,,,,,,,,,,,,,,,,,skill_icon_5201801,1,1170,,,,1,1,,,
752018111,,,,,,0,143,0,,,,1,,1471001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018112,,,,,,0,155,0,,,,18,1,1207007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018012,-1,-1,-1,,1,752018212|752018213,3,0,,,,46,3,1019964|1468003,,,,,,1731|1732,,,,,,,,,,,,,,,,,skill_icon_5201801,2,1170,,,,1,1,,,
752018212,,,,,,0,143,0,,,,1,,1471001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018213,,,,,,0,155,0,,,,18,1,1207007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018013,-1,-1,-1,,1,752018313|752018314,3,0,,,,46,3,1019965|1468003,,,,,,1731|1732,,,,,,,,,,,,,,,,,skill_icon_5201801,3,1170,,,,1,1,,,
752018313,,,,,,0,143,0,,,,1,,1471001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018314,,,,,,0,155,0,,,,18,1,1207008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018014,-1,-1,-1,,1,752018414|752018415,3,0,,,,46,3,1019966|1468003,,,,,,1731|1732,,,,,,,,,,,,,,,,,skill_icon_5201801,4,1170,,,,1,1,,,
752018414,,,,,,0,143,0,,,,1,,1471001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018415,,,,,,0,155,0,,,,18,1,1207008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018015,-1,-1,-1,,1,752018515|752018516,3,0,,,,46,3,1019967|1468003,,,,,,1731|1732,,,,,,,,,,,,,,,,,skill_icon_5201801,5,1170,,,,1,1,,,
752018515,,,,,,0,143,0,,,,1,,1471001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018516,,,,,,0,155,0,,,,18,1,1207009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752018021,-1,-1,-1,,1,0,28,1,,,,1,,1029195|1028598|1011187|1004245|1159007,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201802,1,,,,,,,,,
752018022,-1,-1,-1,,1,0,28,1,,,,1,,1029195|1028598|1011187|1004246|1159007,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201802,2,,,,,,,,,
752018023,-1,-1,-1,,1,0,28,1,,,,1,,1029195|1028598|1011187|1004247|1159007,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201802,3,,,,,,,,,
752018024,-1,-1,-1,,1,0,28,1,,,,1,,1029195|1028598|1011187|1004248|1159007,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201802,4,,,,,,,,,
752018025,-1,-1,-1,,1,0,28,1,,,,1,,1029196|1028599|1011187|1004249|1159007,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201802,5,,,,,,,,,
752018031,-1,-1,-1,,1,0,28,1,,,,1,,1064327,,,,,1733,1730,,,,,,,,,,,,,,,,,skill_icon_5201803,1,,,,,,,,,
752018032,-1,-1,-1,,1,0,28,1,,,,1,,1064328,,,,,1733,1730,,,,,,,,,,,,,,,,,skill_icon_5201803,2,,,,,,,,,
752018033,-1,-1,-1,,1,0,28,1,,,,1,,1064329,,,,,1733,1730,,,,,,,,,,,,,,,,,skill_icon_5201803,3,,,,,,,,,
752018034,-1,-1,-1,,1,0,28,1,,,,1,,1064330,,,,,1733,1730,,,,,,,,,,,,,,,,,skill_icon_5201803,4,,,,,,,,,
752018035,-1,-1,-1,,1,0,28,1,,,,1,,1064331,,,,,1733,1730,,,,,,,,,,,,,,,,,skill_icon_5201803,5,,,,,,,,,
752018041,-1,-1,-1,,1,0,127,1,,,,18,1,1207013|1472001|1468013,,,,,,1728|1729,,14,,1210037|1472001|1468013,,,,,,,,,,,,,skill_icon_5201804,1,,,,,,,,,
752018042,-1,-1,-1,,1,0,127,1,,,,18,1,1207014|1472001|1468013,,,,,,1728|1729,,14,,1210038|1472001|1468013,,,,,,,,,,,,,skill_icon_5201804,2,,,,,,,,,
752018043,-1,-1,-1,,1,0,127,1,,,,18,1,1207015|1472001|1468013,,,,,,1728|1729,,14,,1210039|1472001|1468013,,,,,,,,,,,,,skill_icon_5201804,3,,,,,,,,,
752018044,-1,-1,-1,,1,0,127,1,,,,18,1,1207016|1472001|1468013,,,,,,1728|1729,,14,,1210040|1472001|1468013,,,,,,,,,,,,,skill_icon_5201804,4,,,,,,,,,
752018045,-1,-1,-1,,1,0,127,1,,,,18,1,1207017|1472001|1468014,,,,,,1728|1729,,14,,1210041|1472001|1468014,,,,,,,,,,,,,skill_icon_5201804,5,,,,,,,,,
5101700,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,1757,,,,,,,,,,,,,,,,,,,1171,,,,1,,,,
65102400,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,1769,,,,,,,,,,,,,,,,,,,1171,,,,1,,,,
75101700,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,1772,,,,,,,,,,,,,,,,,,,1171,,,,1,,,,
5101701,-1,-1,-1,-1,,0,3,0,,,,18,3,10190001|1028604|1473001|1473001,,,,,,1758|1759|1760,,111,,10190009,,,,112,,1210042,,,,,,,skill_icon_5101701,,1172,,,,,,,,
65102401,-1,-1,-1,-1,,0,3,0,,,,18,3,10190002|1028605|1473002|1473002,,,,,,1770|1771|1760,,111,,10190010,,,,112,,1210043,,,,,,,skill_icon_5101701,,1172,,,,,,,,
75101701,-1,-1,-1,-1,,0,3,0,,,,18,3,10190003|1028606|1473003|1473003,,,,,,1773|1774|1760,,111,,10190011,,,,112,,1210044,,,,,,,skill_icon_5101701,,1172,,,,,,,,
5101702,-1,-1,-1,-1,,0,28,1,,,,1,,1029197|1028607|1007064|1011188|1004250,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101702,1,,,,,,,,,
65102402,-1,-1,-1,-1,,0,28,1,,,,1,,1029198|1028608|1007065|1011189|1004251,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101702,2,,,,,,,,,
65102412,-1,-1,-1,-1,,0,28,1,,,,1,,1029199|1028609|1007066|1011190|1004252,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101702,3,,,,,,,,,
75101702,-1,-1,-1,-1,,0,28,1,,,,1,,1029199|1028609|1007066|1011190|1004252,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101702,3,,,,,,,,,
5101703,-1,-1,-1,-1,,5101706,2,1,,,,1,,1474001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101703,1,,,,,,,,,
5101705,,,,,,0,13,1,,,,1,,1474001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101706,,,,,,0,43,1,,,,13,,1006056|1462008,,,,,,,,1,,1474009|1474009,,,,,,,,,,,,,,,,,,,,,,,
65102403,-1,-1,-1,-1,,65102406,2,1,,,,1,,1474002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101703,2,,,,,,,,,
65102405,,,,,,0,13,1,,,,1,,1474002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65102406,,,,,,0,43,1,,,,13,,1006057|1462009,,,,,,,,1,,1474010|1474010,,,,,,,,,,,,,,,,,,,,,,,
